	query	product_text	relevance_label	id
871086	cast iron camper cook wear	White Enamel Dutch Oven -, Cast Iron 3.85 Quart Enameled Casserole Cookware (Size : 6 people) 	1	377182
177271	bungee cords with hooks 48 inch	"Starling's Bungee Cords with Hooks – Heavy Duty Bungie Straps Assortment Set of 24 100% Latex – Elastic Stretch Cord, Pull Ropes for Motorcycle Truck Car Trailer Camper Bike W/Bungees Ball-Canopy Tie  Don’t Compromise On Safety! Get Equipped with the Most Reliable, Heavy Duty Bungee Cords with Hooks by Starling’s! Are you tired of flimsy hooks and inferior bungee cords that break after the first few weeks of use? Are you looking for the most durable, long lasting bungee cord bungee cord assortment set for your traveling needs? We’ve got you covered! Perfect for frequent travelers and outdoor or camping enthusiasts, these premium bungee straps stretch cords with hooks will secure your important items safely, without breaking or deteriorating. Heavy Duty, High-Performance Bungee Cords Multifunctional and convenient for use in the home, car, truck, motorcycle, camper, RV or camping, this tie down bungee set will perform excellently, every single time! Trust In Quality That Lasts Unlike most bungee straps available on the market, these bungee cord straps are made of high quality, 100% Latex to ensure superior elasticity, sturdiness, and longevity over a longer period of time than your regular bungee cords. – Perfect elastic bungee cords straps car Keep Your Surfaces Scratch-Free The stainless steel hooks (for the mini cards) will resist sun and weather damage, while the UV coated plastic, steel core hooks (for all bungee cords longer than 10"") will protect your anchor point surfaces from scratches. The package includes: 4pc 40"" 8mm bungee cords – Yellow 4pc 32"" 8mm bungee cords – Green 4pc 24"" 8mm bungee cords – Red 4pc 18"" 8mm bungee cords – Blue 4pc 10"" 8mm mini bungee cords – Black 4pc 8"" 4mm canopy ties (bungee balls) – Black Case L 10.3 x W 8.3 x H 2.4"" (26.1x21.1x6.1CM) Convenient Carry Bag for Space Saving Storage The bungee cords with hooks set includes a sleek carry bag for neat storage and easy access. Get It with Confidence - TIME TO TRAVEL!!! ENJOY YOUR NEW BUNGEE-CORDS TODAY!!! Starling's Bungee Cords with Hooks Heavy Duty, High-Performance Bungee Cords with Hooks The package includes: 4pc 40"" 8mm bungee cords – Yellow 4pc 32"" 8mm bungee cords – Green 4pc 24"" 8mm bungee cords – Red 4pc 18"" 8mm bungee cords – Blue 4pc 10"" 8mm mini bungee cords – Black 4pc 8"" 4mm canopy ties (bungee balls) – Black Black Case: L 10.3"" x W 8.3"" x H 2.4"" (26.1x 21.1x6.1cm)  Complete Tie Down Bungee Set with 24 Pieces Starling's Stretch Cords with Hooks Material: High Quality 100% Latex - that will retain its superior elasticity for longer without deteriorating. Stainless Steel Hooks - (mini cords), UV Coated Plastic Steel Core Hooks - (on all bungee cords longer than 10”) to prevent bending, scratches and damage to your belongings. UV resistant coating - to protect from exposure and adverse weather conditions  Starling's Bungee Cords with Hooks Starling's Bungee Cords with Hooks Trust In Quality That Lasts These bungee cord straps are made of high quality, 100% Latex to ensure superior elasticity, sturdiness, and longevity over a longer period of time than your regular bungee cords. – Perfect elastic bungee cords straps car Bungee Cord Assortment Heavy Duty, High-Performance Bungee Cords with Hooks Multifunctional and convenient for use in the home, car, truck, motorcycle, camper, RV or camping, bike bungee cord, this tie down bungee set will perform excellently, every single time! Stretch Cords With Hooks Complete Tie Down Bungee Set with 24 Pieces Why spend tons of money on buying a different set of bungee cords separately, every once in a while, when you can have a complete set with 24 bungee straps stretch cords with hooks that will keep you covered in any situation.  TIME TO TRAVEL!!! ENJOY YOUR NEW STARLING'S BUNGEE-CORDS-WITH-HOOKS TODAY!!! Elastic Bungee Cords Straps Car, Pull Ropes for Motorcycle, Truck, Car, Trailer, Camper, Bike W/Bungee Ball-Canopy Tie Don’t Compromise On Safety! Get Equipped with the Most Reliable, Heavy Duty Bungee Cords with Hooks by Starling’s! Are you tired of flimsy hooks and inferior bungee cords that break after the first few weeks of use? Are you looking for the most durable, long lasting bungee cord bungee cord assortment set for your traveling needs? We’ve got you covered! Perfect for frequent travelers and outdoor or camping enthusiasts, these premium bungee straps stretch cords with hooks will secure your important items safely, without breaking or deteriorating. Heavy Duty, High-Performance Bungee Cords Multifunctional and convenient for use in the home, car, truck, motorcycle, camper, RV or camping, this tie down bungee set will perform excellently, every single time! Trust In Quality That Lasts Unlike most bungee straps available on the market, these bungee cord straps are made of high quality, 100% Latex to ensure superior elasticity, sturdiness, and longevity over a longer period of time than your regular bungee cords. – Perfect elastic bungee cords straps car Keep Your Surfaces Scratch-Free The stainless steel hooks (for the mini cards) will resist sun and weather damage, while the UV coated plastic, steel core hooks (for all bungee cords longer than 10"") will protect your anchor point surfaces from scratches. Get It with Confidence - TIME TO TRAVEL!!! ENJOY YOUR NEW BUNGEE-CORDS-SET TODAY!!! "	1	854836
849738	golden boys trivial pursuit	Imperial Kids Card Game - Go Fish  Something's fishy! Collect sets of funny fish...you'll learn picture matching and turn-taking when you play this classic game. Go fish! For 2 to 4 players.  Something's fishy! Collect sets of funny fish...you'll learn picture matching and turn-taking when you play this classic game. Go fish! For 2 to 4 players.From the manufacturer Imperial Kids Card Game - Go Fish Product Overview How many matching sets of cards can you collect? Go fish and find out! You’ll learn picture matching and turn taking when you play this classic card game. For 2 to 4 Players.  	1	178143
261905	door shaver toolIA	Amazon Basics No.4 Adjustable Universal Bench Hand Plane with 2-Inch Blade for Precision Woodworking   Amazon Basics No.4 Adjustable Universal Bench Hand Plane with 2-Inch Blade for Precision Woodworking From the Manufacturer Amazon Basics   Amazon Basics No.4 Adjustable Universal Bench Hand Plane with 2-Inch Blade for Precision Woodworking From the Manufacturer Amazon BasicsFrom the manufacturer 	1	583143
637819	gunzilla gun cleaner	"RANGETIME Targets- Steel Target Full 2x4 Stand and Mount Kit  AR500 steel shooting full target stand. Stand comes apart in seconds for easy transport. X-base has a large 25""x35"" footprint for steel target stability (Target, board and hardware not included). A secure way to mount your steel shooting targets at an angle to help deflect shrapnel to the ground. Shooting targets can hang freely to they ring louder and can absorb energy from your shot. They are built to take shot after shot on the range. Bolt a standard AR500 Steel shooting target to this Holder and be ready to shoot. Built with materials just as durable as the target itself, you won't have any unexpected breakdowns to ruin your streak. Completely concealed by most target plates when facing head on. Works best with 1/2""x 2"" grade 5 bolt with washers. Mount bolt to your target loosely and tighten up until target barely touches shooting target mount so it swings freely. Do not tighten bolt all the way as it may cause damage to shooting target and target stand.  AR500 steel shooting full target stand. Stand comes apart in seconds for easy transport. X-base has a large 25""x35"" footprint for steel target stability (Target, board and hardware not included). A secure way to mount your steel shooting targets at an angle to help deflect shrapnel to the ground. Shooting targets can hang freely to they ring louder and can absorb energy from your shot. They are built to take shot after shot on the range. Bolt a standard AR500 Steel shooting target to this Holder and be ready to shoot. Built with materials just as durable as the target itself, you won't have any unexpected breakdowns to ruin your streak. Completely concealed by most target plates when facing head on. Works best with 1/2""x 2"" grade 5 bolt with washers. Mount bolt to your target loosely and tighten up until target barely touches shooting target mount so it swings freely. Do not tighten bolt all the way as it may cause damage to shooting target and target stand."	1	1440280
1378322	outdoor security camera without wifi	REOLINK Wireless Outdoor Security Camera Rechargeable Battery-Powered, 1080P HD Night Vision, 2-Way Talk, PIR Motion Sensor, Siren Alert, Support Cloud Storage/SD Socket, Argus Pro   Reolink Argus Pro 1080p HD Wire-Free Battery-Powered Solar-Powered Indoor and Outdoor Smart Home Surveillance Camera Rechargeable battery and WiFi connectivity make Argus Pro totally wire-free. No network or power cable, no drilling and no outlets needed. This wireless IP camera can be put anywhere you want. Wider field of vision to cover more and see more. The battery powered outdoor camera with 130° wide viewing angle never miss a detail. The IP Camera endures extreme weather conditions and will brave the outdoors in rain, hail, storm, snow, and sunshine. With built-in microphone and speaker, you can speak to your elders, kids, babysitters, pets or postman. Ideal for your indoor use. Encrypted Cloud service ensures your motion-triggered recordings stored safely. Local SD card storage is also available.  PIR Motion Detection Alerts Instant motion alerts via email or notifications push to your device once triggered. Customized siren alarm helps to threaten potential-burglar away. Google Assistant Compatible Just say “Hey Google, show me the backyard” and you will see live feed from the camera on your Google Nest Hub or Chromecast-enabled TVs. Truly Wire Free Argus Pro can go totally wire-free thanks to the rechargeable battery and WiFi connectivity. Intuitive DIY set up, no need for professional help.  Work with Solar Panel Connect the camera to Reolink Solar Panel and it will get non-stop power all day and all night. You can easily position the weather resistant solar panel to maximize sunlight exposure. (Solar Panel sold separately.) Warm Notices: Only support 2.4GHz Wi-Fi router, not support 5Ghz Not support ONVIF Not support 24/7 recording SD card not included Solar panel not inluded Argus Pro Wireless Outdoor Security Camera 100% Wire-Free Rechargeable Battery Camera for Home Security Install Tip: Our PIR motion sensor is more sensitive to side-to-side movement than movement heading straight toward the camera. What's in the box? 1 x Reolink Argus Pro 1 x Rechargeable Battery 1 x Outdoor Security Mount (with a hook and loop strap) 1 x White Skin 1 x Reset Needle 1 x Micro USB Cable 1 x Pack of Screws and Mounting Hole Template 1 x Quick Start Guide and Surveillance Sign  Cost-effective Solution Budget-friendly Essential Starlight Night Vision Smart PIR Motion Detection Indoor Outdoor Surveillance Full Color Night Vision Network 2.4Ghz WiFi 2.4Ghz WiFi 2.4Ghz WiFi 2.4Ghz/5Ghz WiFi 2.4Ghz WiFi 2.4Ghz WiFi Night Vision 33ft 33ft/ Starlight 33ft/ Starlight 33ft/Spotlight 33ft/ Starlight 33ft/ Spotlight Rechargeable Battery ✓ ✓ ✓ ✓ ✓ ✓ Reolink Cloud ✓ ✓ ✓ ✓ ✓ ✓ Technical Details Key Features 100% wire-free/ solar-powered Power Chargeable battery / Solar Power Battery Endurance Constantly working in day-time max 960min/ night-time(IR on) max 540min Standby Time 4-6 Months/Non-stop with solar power Network 2.4GHz/ IEEE 802.11b/g/n Sensor Sony 1080p starlight sensor View Angle Lens=3.26mm Fixed/ FOV 130° diagonal Resolution 2.0Megapixel/ 1080P 15fps Night Vision 6 IR Lights/ IR range 33ft/ Starlight Color Night Vision PIR Built-in PIR/ detection range 120°/distance 30ft Waterproof IP65 Waterproof 2-Way Talk Yes Micro SD card not included/ support max 64GB/ FAT32 format Recording Micro SD card motion record 8s/15s/30s or Cloud recording 8s per file Mounting Base Magnet mount / Bracket mount Siren Custom-Voice Siren Alarm 	1	1207644
386170	toysmith build a birdhouse	Cardboard Playhouse for Kids to Color - Create an Easy Play House with Included Markers and Over 50 Sticker Decorations!  Hours of Imaginative Fun! Prepare yourself for hours of interactive and imaginative fun! Better than any coloring book, this 3D arts and crafts project allows you to create your own unique play house. Use the included stickers and markers to cover the black and white walls with your own unique colors, designs, and artwork - your creativity is the only limit! Once your playhouse is customized, enjoy nonstop make-believe, story time, and cooperative play. Included: Customizable Play House 10 Washable Markers 57 Decorative Stickers Easy, Fun and Durable The easy-to-follow instructions allow older children to build the house themselves, before decorating, and the unique folding design allows for quick storage and set-up so the playhouse can be used again and again. Features: Comfortably fits two children 4 operational windows, 2 doors, and 1 roof hatch Assembled size: 39” long x 30” wide x 43” high Made from high-strength cardboard 	1	460122
519141	detour protein bars	No Nuts! Protein Bars Energy Bars - 100% Nut Free Dairy Free Vegan Protein Bars, Vegan Protein Bars Variety Pack of 4 Sampler, Organic, Kosher, Egg-Free, Non-Gmo & Dairy Free Protein Bars  FOUR DELICIOUS NUT-FREE FLAVORS Chocolate Chip Classic chocolate chip flavor that everyone loves! Sweet and slightly chewy. The chocolate coated bottom puts this bar over the top! Always NUT-FREE. Lemon Créme Crisp lemon tart taste that will leave you wanting more. Slightly chewy with a light sweetness. The vanilla coated bottom makes this bar a nice treat! Always NUT-FREE Blueberry & Vanilla Nut free bars bursting with fresh blueberry flavor. Slightly chewy with a light sweetness. The vanilla coated bottom makes this bar a nice treat! Always NUT-FREE Caramel Mocha Smooth caramel with a punch of a mocha espresso! The chocolate coated bottom makes this bar a real treat! Always NUT-FREE.  100% NUT-FREE No Nuts! Bars are make in a 100% NUT-FREE Facility. Our clean peanut-free facility ensures people with nut allergies can enjoy the same great taste and energizing protein and fiber as everyone else in the family! NO DAIRY & NO EGGS We said NO to dairy, cheese, butter, yogurt and anything else made with dairy. No Nuts! bars are also made without eggs. GLUTEN FREE No Gluten and no worries! Whether you've got allergies or just enjoy eating delicious snacks, we've got you covered. NON-GMO No GMO's! Made from carefree ingredients, healthy protein and goodness that anybody can enjoy.  Chocolate Chip nut-free protein+energy bar Lemon Créme nut-free protein+energy bar Blueberry & Vanilla nut-free protein+energy bar Caramel Mocha nut-free protein+energy bar nut-free ✓ ✓ ✓ ✓ dairy-free ✓ ✓ ✓ ✓ egg-free ✓ ✓ ✓ ✓ gluten-free ✓ ✓ ✓ ✓ protein (g) 12g 12g 12g 12g fiber (g) 9g 10g 10g 9g no cholesterol ✓ ✓ ✓ ✓ plant-based ✓ ✓ ✓ ✓ 	1	1005425
677821	bike sunglasses night lense	Sports Polarized Sunglasses For Men Cycling Driving Fishing 100% UV Protection  Hi gh Quality Polarized Lenses: Blocking light,reducing heat radiation,enhancing contrast, diminishing damage from strong sunray and restoring image accuracy, gives you enjoyment of a clearer vision. 100% UVANVB protection 100% polarized lens, filtering harmful rays, balancing the colors that our eyes naturally perceived. Bring you better clarity of a natural vision. Details Show Stainless Steel LOGO High quality stainless steel LOGO,perfect metal luster. Soft Silicone Nose Pads One-piece nose pads design, skin-friendly silicone nose pads,wearing comfort. Skidproof Design Temple Skidproof design temple,soft, can be bent greâtly.  ADVANTAGE Tips: To avoid damage, please don't clean your sunglasses with paper towels or clothing, and also avoid using household detergents or soaps. 	1	403933
877863	gorilla gym	"Amazon Basics Clear Vinyl Shower Curtain Liner, Heavyweight Liner with Rust-proof Metal Grommets and Plastic Shower Hooks - 72 x 72 Inches, Clear   Amazon Basics Water Resistant Vinyl Shower Curtain Liner with Metal Grommets and Plastic Hooks - 72"" x 72"", Clear From the Manufacturer Amazon Basics   Amazon Basics Water Resistant Vinyl Shower Curtain Liner with Metal Grommets and Plastic Hooks - 72"" x 72"", Clear From the Manufacturer Amazon BasicsFrom the manufacturer "	1	735899
273389	tube free toilet paper	Scott Tube-Free Toilet Paper, 24 Family Rolls, Bath Tissue  Unrolls like regular toilet paper  Unrolls like regular toilet paper	1	615664
869310	coin vs yoke	Coin VS XYO What you need to know 	1	547327
265586	1oz pet containers with lids	Rocinha 50 Pcs Sample Dropper Bottles, Clear Mini Dropper Bottles with Small Liquid for Essential Oils Sample Cosmetic Perfume Traveling  Package Include 50 × Clear Glass Bottle with Dropper 50 × Gold Cap 2 × Pipettes Capacity: 1ml Per Vial Works Great The dropper is a sturdy glass, the thread of the bottle matches the thread of the cap, it is easy to tighten, and the quality is good. We conducted a test by pouring water into a bottle, shaking it, and inverting the vial for a while. The suction power is very good, there is no overflow, leakage and evaporation, perfect protection of your expensive skin care products and so on. Small, Lightweight, Easy To Carry Perfect for storing some of your favorite skincare products remover in a smaller container without having to take the whole bottle with you on holiday. Simple to refill in seconds, one essential friend for both men and women' travel. Perfect Packaging We will use good sealing performance to protect your products and ensure that they will remain safe during long-distance transportation. The product will not break, please rest assured to buy. Better Storage, Better Use Because they are very small, you can put it in a wallet, pocket, work bag, cosmetic bag, briefcase, backpack or any other bag. Empty bottles can be placed in storage boxes to prevent them from being lost, so that they can be used next time No matter where you are, it is the perfect gift for yourself, your friends, neighbors, family members or new friends, click the button at the top of this page to start traveling in style and getting the best use out of your essential oils!If you have any questions, please contact us in time, I wish you a good shopping journey!  Package Include 50 × Clear Glass Bottle with Dropper 50 × Gold Cap 2 × Pipettes Capacity: 1ml Per Vial Works Great The dropper is a sturdy glass, the thread of the bottle matches the thread of the cap, it is easy to tighten, and the quality is good. We conducted a test by pouring water into a bottle, shaking it, and inverting the vial for a while. The suction power is very good, there is no overflow, leakage and evaporation, perfect protection of your expensive skin care products and so on. Small, Lightweight, Easy To Carry Perfect for storing some of your favorite skincare products remover in a smaller container without having to take the whole bottle with you on holiday. Simple to refill in seconds, one essential friend for both men and women' travel. Perfect Packaging We will use good sealing performance to protect your products and ensure that they will remain safe during long-distance transportation. The product will not break, please rest assured to buy. Better Storage, Better Use Because they are very small, you can put it in a wallet, pocket, work bag, cosmetic bag, briefcase, backpack or any other bag. Empty bottles can be placed in storage boxes to prevent them from being lost, so that they can be used next time No matter where you are, it is the perfect gift for yourself, your friends, neighbors, family members or new friends, click the button at the top of this page to start traveling in style and getting the best use out of your essential oils!If you have any questions, please contact us in time, I wish you a good shopping journey!	1	1167851
47877	catclamp	"BLACKHORSE-RACING 1.75"" 1 3/4"" Accuseal Clamp Butt Joint Narrow Band Exhaust Seal Clamp  Designed to fit over clip joints, making it easier to joint exhaust pipes together. Perfect for Catback Exhausts, Mufflers, Downpipes, Headers, Manifolds  Clamps Come Assembled As Shown Seal band clamp is ideal for connecting mufflers & pipes together - when you intend to disassemble later on. Conventional exhaust U-Clamp assemblies put a crimp into muffler necks & pipes, making disassembly impossible without destroying components. These are the band clamps you have been looking for!  3 Inch Narrow Band Exhaust Seal Clamp 2.5 Inch Narrow Band Exhaust Seal Clamp 2.25 Inch Narrow Band Exhaust Seal Clamp 2 Inch Narrow Band Exhaust Seal Clamp 1.75 Inch Narrow Band Exhaust Seal Clamp Min ID 3 Inch 2.5 Inch 2.25 Inch 2 Inch 1.75 Inch Max ID 3 1/4"" (3.25"") 2 3/4"" (2.75"") 2 1/2"" (2.5"") 2 1/4"" (2.25"") 2"" Width 1 1/4"" (1.25"") 1 1/4"" (1.25"") 1 1/4"" (1.25"") 1 1/4"" (1.25"") 1 1/4"" (1.25"") Thickness 1/16"" (.0625"") 1/16"" (.0625"") 1/16"" (.0625"") 1/16"" (.0625"") 1/16"" (.0625"") "	1	1556642
84559	ugg moccasins	UGG Men's Neuman Clog From the manufacturer UGG IS A BRAND FOR THOSE WHO REFUSE TO BE DEFINED BY CONVENTION. Founded in 1978 on the coast of California by an Australian surfer, UGG is a global lifestyle brand renowned for its iconic Classic Boot. First worn by Hollywood royalty, fashion editors, and then the world, UGG has since expanded beyond the icon to design footwear, apparel, accessories, and home decor with an uncompromising attitude toward creativity, quality, and craftsmanship. Bold, provocative, free-spirited, optimistic, and real, the brand has always celebrated unapologetic individuality and continues to be embraced globally by those who refuse to be defined by convention.  	1	697846
623079	black light for cars interior	ABALDI El Wires Car Interior LED Lights, Ambient Lighting Kits for Car Decoration(5M/16FT, Blue)  ❥Package included: -- 5m EL wire*1 -- El wire line driver*1 -- Plastic triangle scraper*1 ❥Features: -- Wire lenth: 5m/16ft -- Wire Diameter: 2.3mm -- Sewing Edge: 5mm -- Can offer 360 degrees of illumination -- Energy saving and environmental-friendly -- Flexible and water resistant, can be bent into any shape and cut into any length. but you will need to seal the new end -- Great for Car decoration House decoration, Shopping window, Christmas tress, Festival fence,Outdoor sign, Stage design, Nighttime fountain, Lighting banner etc, almost wherever you can imagine  ❥Package included: -- 5m EL wire*1 -- El wire line driver*1 -- Plastic triangle scraper*1 ❥Features: -- Wire lenth: 5m/16ft -- Wire Diameter: 2.3mm -- Sewing Edge: 5mm -- Can offer 360 degrees of illumination -- Energy saving and environmental-friendly -- Flexible and water resistant, can be bent into any shape and cut into any length. but you will need to seal the new end -- Great for Car decoration House decoration, Shopping window, Christmas tress, Festival fence,Outdoor sign, Stage design, Nighttime fountain, Lighting banner etc, almost wherever you can imagine	1	736733
1260305	led light without battery	"Northlight 100-Count Red and Pure White Faceted LED C9 Christmas Lights - 66 ft Green Wire  These LED lights are perfect to spruce up your Christmas tree, Valentine's Day, or any other special occasion. LED lights use less energy than incandescent bulbs, and stay cool to the touch. These retro style lights are a must-have to create a warm and joyful holiday experience. Product Features:. Color: red and pure white bulbs / green wire.. Number of bulbs on string: 100. Bulb size: C9. Spacing between each bulb: 8"". Lighted length: 66'. Total length: 72'. 6"" lead cord (from the plug to the first bulb). 6"" tail cord Additional Product Features:. LED lights use 90% less energy. Durable non-glass replaceable bulbs. Cool to the touch. Lights are equipped with a clip on the base of each bulb so that you can easily attach the lights to trees, bushes and more!. UL certified and approved for indoor or outdoor use. If one bulb burns out, the rest will stay lit. Replacement bulbs and spare fuses included. Contains end-to-end connectors which allows you to connect up to 43 sets together (not to exceed 210 watts). Wire gauge: 22. 20 volts, 60 hertz, 0.06 amps, 4.8 watts  These LED lights are perfect to spruce up your Christmas tree, Valentine's Day, or any other special occasion. LED lights use less energy than incandescent bulbs, and stay cool to the touch. These retro style lights are a must-have to create a warm and joyful holiday experience. Product Features:. Color: red and pure white bulbs / green wire.. Number of bulbs on string: 100. Bulb size: C9. Spacing between each bulb: 8"". Lighted length: 66'. Total length: 72'. 6"" lead cord (from the plug to the first bulb). 6"" tail cord Additional Product Features:. LED lights use 90% less energy. Durable non-glass replaceable bulbs. Cool to the touch. Lights are equipped with a clip on the base of each bulb so that you can easily attach the lights to trees, bushes and more!. UL certified and approved for indoor or outdoor use. If one bulb burns out, the rest will stay lit. Replacement bulbs and spare fuses included. Contains end-to-end connectors which allows you to connect up to 43 sets together (not to exceed 210 watts). Wire gauge: 22. 20 volts, 60 hertz, 0.06 amps, 4.8 watts"	1	941147
322778	rolling pin without handle	Hand-held Embossed Rolling Pins Christmas Wooden Hand Grip Engraved Rolling Pin for Baking Non-stick Embossed Professional Dough Roller for Cookies with Patterns for Kids and Adults (Snowflake)  3D Wooden Christmas Embossed Pattern Rolling Pin Specification: Item type: Rolling pin Color: As show Material: Wood Size: 14 * 5 * 3cm Weight: 0.26 kg Type:1#(Snowflake), 2#(Elk), 3#(Christmas tree), 4#(Christmas pattern)  Durable & Safe Material Christmas embossed rolling pins are made of wood, no wax, no paint, non-stick, more durable, no burrs. It will not be white after soaking in the water, no cracks under sunshine, not mold even in the damp places. Multi-function Perfect rolling pins with patterns for cookies, pasta, biscuit dough, pastries, bread, pizza, waffles, fondant, pancakes, clay, etc. Having fun with all your family Our textured rolling pin is very easy to use and can be a really nice housewarming and pretty gift for your friends, kids and your kitchen. So have some fun using this engraved rolling pin with your whole family.   	1	353782
1365118	led light bulbs 60 watt soft white	GE Relax 2-Pack 75 W Equivalent Dimmable Warm White A21 LED Light Fixture Light Bulbs 46322  GE Relax HD Soft White LED 75-Watt Replacement A21 light bulbs provide enhanced color contrast and boldness versus standard LED bulbs. The high definition soft white light helps create a comfortable, cozy light that’s ideal for bedroom lighting, foyer lighting, family rooms and dining rooms. They’re dimmable and illuminate your home with soft white light. These are great for frequently used fixtures—GE Relax HD Soft White LED bulbs are rated to last twice as long as GE Basic LED bulbs and save 102 dollars on energy costs over the bulb's life versus a 75-Watt incandescent bulb. Unlike CFL bulbs, GE LED HD bulbs feature enhanced color, instant full brightness and are free of Mercury. Replace CFL and incandescent light bulbs with GE Relax HD Soft White LED general purpose light bulbs in indoor table lamps, sconces and open fixtures, including damp locations.  GE Relax HD Soft White LED 75-Watt Replacement A21 light bulbs provide enhanced color contrast and boldness versus standard LED bulbs. The high definition soft white light helps create a comfortable, cozy light that’s ideal for bedroom lighting, foyer lighting, family rooms and dining rooms. They’re dimmable and illuminate your home with soft white light. These are great for frequently used fixtures—GE Relax HD Soft White LED bulbs are rated to last twice as long as GE Basic LED bulbs and save 102 dollars on energy costs over the bulb's life versus a 75-Watt incandescent bulb. Unlike CFL bulbs, GE LED HD bulbs feature enhanced color, instant full brightness and are free of Mercury. Replace CFL and incandescent light bulbs with GE Relax HD Soft White LED general purpose light bulbs in indoor table lamps, sconces and open fixtures, including damp locations.	1	1040484
110684	battery powered snow blower	Greenworks 40V 150 MPH Variable Speed Cordless Blower, Battery Not Included 24282 (Renewed)  This pre-owned or refurbished product has been professionally inspected and tested to work and look like new. How a product becomes part of Amazon Renewed, your destination for pre-owned, refurbished products: A customer buys a new product and returns it or trades it in for a newer or different model. That product is inspected and tested to work and look like new by Amazon-qualified suppliers. Then, the product is sold as an Amazon Renewed product on Amazon. If not satisfied with the purchase, renewed products are eligible for replacement or refund under the Amazon Renewed Guarantee.  This pre-owned or refurbished product has been professionally inspected and tested to work and look like new. How a product becomes part of Amazon Renewed, your destination for pre-owned, refurbished products: A customer buys a new product and returns it or trades it in for a newer or different model. That product is inspected and tested to work and look like new by Amazon-qualified suppliers. Then, the product is sold as an Amazon Renewed product on Amazon. If not satisfied with the purchase, renewed products are eligible for replacement or refund under the Amazon Renewed Guarantee.	1	1472604
1314239	mini fridge without freezer glass door	Frigidaire Retro Bar Fridge Refrigerator with Side Bottle Opener, 3.2 cu. ft, Red  Welcome to the world of quality built, affordable kitchen products. Introducing the beautiful retro 3.2 CU. FT compact refrigerator! This refrigerator is at the next level! The fridge is happy hour ready with an attached bottle opener, chrome pull handle and removable glass shelves which makes it perfect for an easy clean up. The interior freezer compartment will keep any leftovers nice and fresh, a gallon door bin with adjustable temperature control so you can keep your white wine nice and chilly, and if you’re not a wine person, have no fear, there’s a dispense-a-can for all your soda and beer needs. All this for an affordable price  Welcome to the world of quality built, affordable kitchen products. Introducing the beautiful retro 3.2 CU. FT compact refrigerator! This refrigerator is at the next level! The fridge is happy hour ready with an attached bottle opener, chrome pull handle and removable glass shelves which makes it perfect for an easy clean up. The interior freezer compartment will keep any leftovers nice and fresh, a gallon door bin with adjustable temperature control so you can keep your white wine nice and chilly, and if you’re not a wine person, have no fear, there’s a dispense-a-can for all your soda and beer needs. All this for an affordable priceFrom the manufacturer Frigidaire Retro Bar Fridge Refrigerator with Side Bottle Opener, 3.2 cu. ft, Red 3.2 Cubic Foot Capacity (90 Liters) Cabinet Mounted Bottle Opener Dependable Compressor Cooling 2L Bottle Storage In Door Ice Cube Tray Interior Freezer/Ice Chamber Adjustable Thermostat Space Saving Flush Back Design CFC Free 	1	1585019
1107478	silicone cake pan xl rectangle	"CAKETIME Muffin Pan Silicone Brownie Molds - Cupcake Pan Baking Silicone Molds Food Grade Silicone BPA Free Brioche Pan Pinch Test Approved  3 in 1 Value Set - Regular 12 Cups+ Mini 24 Cups + 12 Rectanglar Brownie You just make a pinch, if it turns white, it is not LFGB, these silicone muffin pans never turns white Use these baking molds to make more healthy and delicous treats for your kids and family What you can get: 1pc * Round 12-cup baking mold: 9.6""x 12.8""; Each cavity: Dia: 2.7"" x H:1.2"" 1pc * Mini 24-cup baking mold: 9.4""x13.4""; Each cavity: Dia: 1.8"" x H: 0.7"" 1pc * Rectangular 12-cup brownie mold: 9.9""x*10.1""; Each cavity: W: 1.9"" x L: 2.9"" x H; 1""  Non-stick surface & Easy to release WIDE HEAT RESISTANT: -104℉ to 446℉; tasteless, safe for oven, microwave, dishwasher, fridge, freezer. Multi function Making Muffin Cakes, Tart, Bread, Mousse, Jelly, Conditioning Food, Brownie Cupcakes, Custard, Soap, Mini loaf. Enjoy your DIY treats with Fun Baking 48 treats at a time with our premium silicone baking molds.  24-cup & 12-cup 12-cup Baking Pan 24-cup Baking Pan 5 Animal Candy Molds Bear Candy Molds Pinch Test Approved ✓ ✓ ✓ ✓ ✓ BPA Free ✓ ✓ ✓ ✓ ✓ Dishwasher Safe ✓ ✓ ✓ ✓ ✓ Food Grade Silicone ✓ ✓ ✓ ✓ ✓ "	1	1093342
